sensor_id,timestamp,aqi,traffic_density,energy_kwh
sensor_kamppi,2024-02-19 13:30:00,53.1,0.15,235.5
sensor_pasila,2024-02-19 13:30:00,53.2,0.096,233.2
sensor_kallio,2024-02-19 14:00:00,50.5,0.103,256.3
sensor_kamppi,2024-02-19 14:00:00,40.4,0.121,295.8
sensor_pasila,2024-02-19 14:00:00,47.1,0.109,286.1
sensor_kallio,2024-02-19 14:30:00,62.5,0.085,247.1
sensor_kamppi,2024-02-19 14:30:00,33.1,0.107,289.7
sensor_pasila,2024-02-19 14:30:00,55.3,0.116,259.8
sensor_kallio,2024-02-19 15:00:00,61.7,0.115,326.7
sensor_kamppi,2024-02-19 15:00:00,43.8,0.105,274.6
sensor_pasila,2024-02-19 15:00:00,57.8,0.075,284.3
sensor_kallio,2024-02-19 15:30:00,50.4,0.084,304.1
sensor_kamppi,2024-02-19 15:30:00,53.7,0.129,315.1
sensor_pasila,2024-02-19 15:30:00,59.6,0.126,338.1
sensor_kallio,2024-02-19 16:00:00,76.9,0.068,376.1
sensor_kamppi,2024-02-19 16:00:00,72.2,0.116,385.8
sensor_pasila,2024-02-19 16:00:00,70.0,0.193,387.4
sensor_kallio,2024-02-19 16:30:00,74.0,0.107,397.4
sensor_kamppi,2024-02-19 16:30:00,61.8,0.097,365.9
sensor_pasila,2024-02-19 16:30:00,74.2,0.078,339.0
sensor_kallio,2024-02-19 17:00:00,52.5,0.09,438.4
sensor_kamppi,2024-02-19 17:00:00,67.9,0.087,423.9
sensor_pasila,2024-02-19 17:00:00,75.3,0.129,404.8
sensor_kallio,2024-02-19 17:30:00,63.6,0.049,437.1
sensor_kamppi,2024-02-19 17:30:00,57.0,0.111,398.3
sensor_pasila,2024-02-19 17:30:00,60.5,0.123,456.9
sensor_kallio,2024-02-19 18:00:00,64.3,0.102,453.8
sensor_kamppi,2024-02-19 18:00:00,48.6,0.121,435.0
sensor_pasila,2024-02-19 18:00:00,68.7,0.143,410.8
sensor_kallio,2024-02-19 18:30:00,67.9,0.112,392.8
sensor_kamppi,2024-02-19 18:30:00,52.7,0.102,445.7
sensor_pasila,2024-02-19 18:30:00,75.5,0.059,452.8
sensor_kallio,2024-02-19 19:00:00,35.4,0.093,399.4
sensor_kamppi,2024-02-19 19:00:00,49.7,0.099,431.6
sensor_pasila,2024-02-19 19:00:00,36.1,0.098,430.2
sensor_kallio,2024-02-19 19:30:00,35.2,0.094,440.0
sensor_kamppi,2024-02-19 19:30:00,31.4,0.088,419.3
sensor_pasila,2024-02-19 19:30:00,35.9,0.091,430.2
sensor_kallio,2024-02-19 20:00:00,38.0,0.062,412.9
sensor_kamppi,2024-02-19 20:00:00,25.4,0.16,422.7
sensor_pasila,2024-02-19 20:00:00,32.6,0.145,423.9
sensor_kallio,2024-02-19 20:30:00,27.7,0.102,384.9
sensor_kamppi,2024-02-19 20:30:00,24.1,0.114,377.1
sensor_pasila,2024-02-19 20:30:00,41.8,0.117,390.8
sensor_kallio,2024-02-19 21:00:00,38.8,0.149,362.6
sensor_kamppi,2024-02-19 21:00:00,41.8,0.115,334.2
sensor_pasila,2024-02-19 21:00:00,25.6,0.146,369.4
sensor_kallio,2024-02-19 21:30:00,25.0,0.122,357.6
sensor_kamppi,2024-02-19 21:30:00,28.3,0.106,347.8
sensor_pasila,2024-02-19 21:30:00,29.8,0.064,345.8
sensor_kallio,2024-02-19 22:00:00,32.6,0.135,316.6
sensor_kamppi,2024-02-19 22:00:00,43.4,0.106,281.3
sensor_pasila,2024-02-19 22:00:00,30.3,0.043,301.2
sensor_kallio,2024-02-19 22:30:00,17.4,0.09,306.6
sensor_kamppi,2024-02-19 22:30:00,17.7,0.073,287.3
sensor_pasila,2024-02-19 22:30:00,33.4,0.081,299.3
sensor_kallio,2024-02-19 23:00:00,24.5,0.155,243.0
sensor_kamppi,2024-02-19 23:00:00,19.7,0.115,308.4
sensor_pasila,2024-02-19 23:00:00,30.8,0.068,274.7
sensor_kallio,2024-02-19 23:30:00,33.6,0.107,298.8
sensor_kamppi,2024-02-19 23:30:00,33.6,0.091,298.1
sensor_pasila,2024-02-19 23:30:00,34.7,0.04,248.5
sensor_kallio,2024-02-20 00:00:00,20.5,0.091,287.8
sensor_kamppi,2024-02-20 00:00:00,11.8,0.088,325.7
sensor_pasila,2024-02-20 00:00:00,33.7,0.091,342.1
sensor_kallio,2024-02-20 00:30:00,31.5,0.114,331.1
sensor_kamppi,2024-02-20 00:30:00,28.8,0.02,318.9
sensor_pasila,2024-02-20 00:30:00,28.5,0.114,336.3
sensor_kallio,2024-02-20 01:00:00,16.3,0.087,288.1
sensor_kamppi,2024-02-20 01:00:00,28.5,0.132,231.7
sensor_pasila,2024-02-20 01:00:00,34.3,0.126,249.5
sensor_kallio,2024-02-20 01:30:00,33.6,0.042,274.5
sensor_kamppi,2024-02-20 01:30:00,33.5,0.064,281.3
sensor_pasila,2024-02-20 01:30:00,30.2,0.059,281.3
sensor_kallio,2024-02-20 02:00:00,32.1,0.092,228.5
sensor_kamppi,2024-02-20 02:00:00,11.1,0.093,277.2
sensor_pasila,2024-02-20 02:00:00,40.9,0.114,271.3
sensor_kallio,2024-02-20 02:30:00,33.1,0.093,232.2
sensor_kamppi,2024-02-20 02:30:00,27.7,0.119,257.6
sensor_pasila,2024-02-20 02:30:00,27.0,0.041,248.8
sensor_kallio,2024-02-20 03:00:00,35.8,0.107,262.1
sensor_kamppi,2024-02-20 03:00:00,25.1,0.084,246.7
sensor_pasila,2024-02-20 03:00:00,27.9,0.078,283.0
sensor_kallio,2024-02-20 03:30:00,45.9,0.101,274.2
sensor_kamppi,2024-02-20 03:30:00,19.8,0.054,283.8
sensor_pasila,2024-02-20 03:30:00,40.1,0.142,298.5
sensor_kallio,2024-02-20 04:00:00,52.3,0.128,294.1
sensor_kamppi,2024-02-20 04:00:00,43.8,0.115,317.9
sensor_pasila,2024-02-20 04:00:00,34.2,0.164,307.9
sensor_kallio,2024-02-20 04:30:00,28.3,0.086,320.2
sensor_kamppi,2024-02-20 04:30:00,16.0,0.106,327.9
sensor_pasila,2024-02-20 04:30:00,37.5,0.106,292.4
sensor_kallio,2024-02-20 05:00:00,38.8,0.146,376.9
sensor_kamppi,2024-02-20 05:00:00,40.4,0.142,362.9
sensor_pasila,2024-02-20 05:00:00,47.8,0.157,343.6
sensor_kallio,2024-02-20 05:30:00,52.5,0.114,374.5
sensor_kamppi,2024-02-20 05:30:00,52.2,0.179,349.0
sensor_pasila,2024-02-20 05:30:00,46.0,0.129,376.1
sensor_kallio,2024-02-20 06:00:00,53.5,0.351,418.6
sensor_kamppi,2024-02-20 06:00:00,39.2,0.304,382.1
sensor_pasila,2024-02-20 06:00:00,41.0,0.303,432.6
sensor_kallio,2024-02-20 06:30:00,55.8,0.31,432.0
sensor_kamppi,2024-02-20 06:30:00,75.3,0.243,443.0
sensor_pasila,2024-02-20 06:30:00,46.0,0.328,376.9
sensor_kallio,2024-02-20 07:00:00,80.6,0.548,388.1
sensor_kamppi,2024-02-20 07:00:00,80.4,0.576,439.6
sensor_pasila,2024-02-20 07:00:00,66.4,0.546,431.3
sensor_kallio,2024-02-20 07:30:00,88.5,0.553,434.7
sensor_kamppi,2024-02-20 07:30:00,81.3,0.631,433.2
sensor_pasila,2024-02-20 07:30:00,74.4,0.555,420.4
sensor_kallio,2024-02-20 08:00:00,84.9,0.758,459.4
sensor_kamppi,2024-02-20 08:00:00,63.6,0.76,465.2
sensor_pasila,2024-02-20 08:00:00,84.0,0.754,412.2
sensor_kallio,2024-02-20 08:30:00,65.5,0.716,439.8
sensor_kamppi,2024-02-20 08:30:00,85.9,0.704,415.8
sensor_pasila,2024-02-20 08:30:00,72.8,0.765,421.1
sensor_kallio,2024-02-20 09:00:00,80.6,0.603,413.6
sensor_kamppi,2024-02-20 09:00:00,87.0,0.583,411.8
sensor_pasila,2024-02-20 09:00:00,76.8,0.592,418.0
sensor_kallio,2024-02-20 09:30:00,88.6,0.55,429.9
sensor_kamppi,2024-02-20 09:30:00,73.8,0.618,434.5
sensor_pasila,2024-02-20 09:30:00,76.7,0.541,408.9
sensor_kallio,2024-02-20 10:00:00,54.5,0.322,379.9
sensor_kamppi,2024-02-20 10:00:00,54.7,0.323,332.1
sensor_pasila,2024-02-20 10:00:00,60.6,0.311,350.9
sensor_kallio,2024-02-20 10:30:00,55.3,0.281,351.3
sensor_kamppi,2024-02-20 10:30:00,43.0,0.255,376.0
sensor_pasila,2024-02-20 10:30:00,54.6,0.355,385.5
sensor_kallio,2024-02-20 11:00:00,44.4,0.115,303.2
sensor_kamppi,2024-02-20 11:00:00,61.1,0.148,308.0
sensor_pasila,2024-02-20 11:00:00,55.6,0.17,319.9
sensor_kallio,2024-02-20 11:30:00,54.8,0.144,281.6
sensor_kamppi,2024-02-20 11:30:00,41.9,0.152,284.6
sensor_pasila,2024-02-20 11:30:00,55.7,0.16,308.5
sensor_kallio,2024-02-20 12:00:00,50.6,0.139,258.4
sensor_kamppi,2024-02-20 12:00:00,57.2,0.136,259.3
sensor_pasila,2024-02-20 12:00:00,53.8,0.108,240.7
sensor_kallio,2024-02-20 12:30:00,52.0,0.12,257.6
sensor_kamppi,2024-02-20 12:30:00,40.8,0.058,260.5
sensor_pasila,2024-02-20 12:30:00,45.0,0.099,298.1
sensor_kallio,2024-02-20 13:00:00,57.8,0.137,268.0
sensor_kamppi,2024-02-20 13:00:00,78.5,0.056,272.0
sensor_pasila,2024-02-20 13:00:00,48.4,0.129,251.0
sensor_kallio,2024-02-20 13:30:00,40.9,0.116,276.0
sensor_kamppi,2024-02-20 13:30:00,29.6,0.109,267.7
sensor_pasila,2024-02-20 13:30:00,61.8,0.057,268.8
sensor_kallio,2024-02-20 14:00:00,47.2,0.113,247.8
sensor_kamppi,2024-02-20 14:00:00,42.6,0.072,248.9
sensor_pasila,2024-02-20 14:00:00,40.7,0.161,230.8
sensor_kallio,2024-02-20 14:30:00,47.7,0.103,250.0
sensor_kamppi,2024-02-20 14:30:00,42.1,0.1,284.3
sensor_pasila,2024-02-20 14:30:00,54.4,0.082,286.4
sensor_kallio,2024-02-20 15:00:00,44.3,0.139,307.6
sensor_kamppi,2024-02-20 15:00:00,46.8,0.085,316.7
sensor_pasila,2024-02-20 15:00:00,53.4,0.136,315.4
sensor_kallio,2024-02-20 15:30:00,55.8,0.066,318.5
sensor_kamppi,2024-02-20 15:30:00,23.3,0.06,321.9
sensor_pasila,2024-02-20 15:30:00,45.6,0.083,287.6
sensor_kallio,2024-02-20 16:00:00,82.6,0.112,363.7
sensor_kamppi,2024-02-20 16:00:00,59.6,0.127,325.6
sensor_pasila,2024-02-20 16:00:00,68.5,0.059,333.7
sensor_kallio,2024-02-20 16:30:00,73.5,0.048,350.2
sensor_kamppi,2024-02-20 16:30:00,83.2,0.096,359.7
sensor_pasila,2024-02-20 16:30:00,68.3,0.108,341.7
sensor_kallio,2024-02-20 17:00:00,65.2,0.119,349.4
sensor_kamppi,2024-02-20 17:00:00,62.3,0.127,391.3
sensor_pasila,2024-02-20 17:00:00,66.0,0.094,395.5
sensor_kallio,2024-02-20 17:30:00,68.4,0.072,406.9
sensor_kamppi,2024-02-20 17:30:00,77.7,0.114,433.2
sensor_pasila,2024-02-20 17:30:00,69.4,0.039,451.9
sensor_kallio,2024-02-20 18:00:00,64.6,0.058,454.8
sensor_kamppi,2024-02-20 18:00:00,80.2,0.106,451.5
sensor_pasila,2024-02-20 18:00:00,58.8,0.098,397.1
sensor_kallio,2024-02-20 18:30:00,61.7,0.144,428.7
sensor_kamppi,2024-02-20 18:30:00,59.3,0.11,411.2
sensor_pasila,2024-02-20 18:30:00,59.7,0.13,478.8
sensor_kallio,2024-02-20 19:00:00,38.2,0.06,424.1
sensor_kamppi,2024-02-20 19:00:00,29.4,0.152,457.9
sensor_pasila,2024-02-20 19:00:00,33.2,0.095,404.1
sensor_kallio,2024-02-20 19:30:00,30.9,0.071,433.5
sensor_kamppi,2024-02-20 19:30:00,26.5,0.058,425.6
sensor_pasila,2024-02-20 19:30:00,35.8,0.116,409.3
sensor_kallio,2024-02-20 20:00:00,18.0,0.105,382.8
sensor_kamppi,2024-02-20 20:00:00,44.5,0.108,407.4
sensor_pasila,2024-02-20 20:00:00,37.6,0.122,424.1
sensor_kallio,2024-02-20 20:30:00,39.4,0.123,428.9
sensor_kamppi,2024-02-20 20:30:00,23.1,0.127,410.5
sensor_pasila,2024-02-20 20:30:00,37.5,0.088,380.2
sensor_kallio,2024-02-20 21:00:00,37.6,0.064,344.8
sensor_kamppi,2024-02-20 21:00:00,24.7,0.145,371.0
sensor_pasila,2024-02-20 21:00:00,37.2,0.11,335.2
sensor_kallio,2024-02-20 21:30:00,34.0,0.134,335.3
sensor_kamppi,2024-02-20 21:30:00,53.9,0.024,368.7
sensor_pasila,2024-02-20 21:30:00,36.0,0.049,373.9
sensor_kallio,2024-02-20 22:00:00,19.7,0.117,315.0
sensor_kamppi,2024-02-20 22:00:00,11.4,0.066,276.7
sensor_pasila,2024-02-20 22:00:00,34.0,0.116,290.8
sensor_kallio,2024-02-20 22:30:00,22.6,0.104,289.8
sensor_kamppi,2024-02-20 22:30:00,38.2,0.084,296.1
sensor_pasila,2024-02-20 22:30:00,25.6,0.067,291.0
sensor_kallio,2024-02-20 23:00:00,29.4,0.064,268.5
sensor_kamppi,2024-02-20 23:00:00,22.1,0.128,277.8
sensor_pasila,2024-02-20 23:00:00,26.6,0.099,289.5
sensor_kallio,2024-02-20 23:30:00,28.9,0.088,293.9
sensor_kamppi,2024-02-20 23:30:00,51.3,0.121,281.6
sensor_pasila,2024-02-20 23:30:00,31.7,0.106,301.0
sensor_kallio,2024-02-21 00:00:00,29.4,0.109,261.7
sensor_kamppi,2024-02-21 00:00:00,48.2,0.132,329.6
sensor_pasila,2024-02-21 00:00:00,21.3,0.143,303.5
sensor_kallio,2024-02-21 00:30:00,29.8,0.142,317.9
sensor_kamppi,2024-02-21 00:30:00,38.3,0.077,304.9
sensor_pasila,2024-02-21 00:30:00,31.0,0.116,301.4
sensor_kallio,2024-02-21 01:00:00,44.1,0.091,259.4
sensor_kamppi,2024-02-21 01:00:00,24.9,0.077,271.2
sensor_pasila,2024-02-21 01:00:00,38.1,0.094,260.5
sensor_kallio,2024-02-21 01:30:00,46.6,0.155,270.0
sensor_kamppi,2024-02-21 01:30:00,14.2,0.127,307.6
sensor_pasila,2024-02-21 01:30:00,29.0,0.119,278.1
sensor_kallio,2024-02-21 02:00:00,37.6,0.12,262.6
sensor_kamppi,2024-02-21 02:00:00,45.0,0.068,223.7
sensor_pasila,2024-02-21 02:00:00,26.1,0.157,237.1
sensor_kallio,2024-02-21 02:30:00,41.7,0.135,295.1
sensor_kamppi,2024-02-21 02:30:00,26.4,0.061,260.5
sensor_pasila,2024-02-21 02:30:00,39.4,0.15,249.8
sensor_kallio,2024-02-21 03:00:00,36.5,0.108,264.5
sensor_kamppi,2024-02-21 03:00:00,34.3,0.037,256.0
sensor_pasila,2024-02-21 03:00:00,32.2,0.064,286.8
sensor_kallio,2024-02-21 03:30:00,35.9,0.106,280.2
sensor_kamppi,2024-02-21 03:30:00,46.0,0.062,289.2
sensor_pasila,2024-02-21 03:30:00,37.9,0.098,247.7
sensor_kallio,2024-02-21 04:00:00,28.1,0.079,333.4
sensor_kamppi,2024-02-21 04:00:00,40.6,0.112,327.2
sensor_pasila,2024-02-21 04:00:00,34.7,0.128,310.8
sensor_kallio,2024-02-21 04:30:00,43.3,0.141,334.1
sensor_kamppi,2024-02-21 04:30:00,27.6,0.089,284.7
sensor_pasila,2024-02-21 04:30:00,29.8,0.057,313.9
sensor_kallio,2024-02-21 05:00:00,50.5,0.126,342.7
sensor_kamppi,2024-02-21 05:00:00,46.9,0.108,403.6
sensor_pasila,2024-02-21 05:00:00,43.6,0.138,351.5
sensor_kallio,2024-02-21 05:30:00,35.9,0.104,352.7
sensor_kamppi,2024-02-21 05:30:00,61.7,0.123,390.6
sensor_pasila,2024-02-21 05:30:00,47.1,0.138,377.2
sensor_kallio,2024-02-21 06:00:00,34.3,0.305,433.5
sensor_kamppi,2024-02-21 06:00:00,49.9,0.307,396.3
sensor_pasila,2024-02-21 06:00:00,39.7,0.302,474.5
sensor_kallio,2024-02-21 06:30:00,48.9,0.259,391.3
sensor_kamppi,2024-02-21 06:30:00,52.3,0.321,373.8
sensor_pasila,2024-02-21 06:30:00,30.5,0.35,402.4
sensor_kallio,2024-02-21 07:00:00,76.9,0.587,463.9
sensor_kamppi,2024-02-21 07:00:00,69.6,0.632,429.9
sensor_pasila,2024-02-21 07:00:00,66.6,0.564,408.6
sensor_kallio,2024-02-21 07:30:00,81.6,0.63,464.5
sensor_kamppi,2024-02-21 07:30:00,63.5,0.6,460.0
sensor_pasila,2024-02-21 07:30:00,78.8,0.614,435.0
sensor_kallio,2024-02-21 08:00:00,75.9,0.75,469.4
sensor_kamppi,2024-02-21 08:00:00,75.2,0.771,428.1
sensor_pasila,2024-02-21 08:00:00,79.7,0.687,462.1
sensor_kallio,2024-02-21 08:30:00,85.7,0.781,458.1
sensor_kamppi,2024-02-21 08:30:00,83.3,0.747,431.5
sensor_pasila,2024-02-21 08:30:00,74.7,0.767,428.2
sensor_kallio,2024-02-21 09:00:00,70.6,0.596,412.4
sensor_kamppi,2024-02-21 09:00:00,87.7,0.553,434.2
sensor_pasila,2024-02-21 09:00:00,85.7,0.617,395.2
sensor_kallio,2024-02-21 09:30:00,73.3,0.568,396.5
sensor_kamppi,2024-02-21 09:30:00,70.8,0.597,420.4
sensor_pasila,2024-02-21 09:30:00,77.9,0.585,448.1
sensor_kallio,2024-02-21 10:00:00,59.1,0.309,347.0
sensor_kamppi,2024-02-21 10:00:00,59.4,0.311,354.5
sensor_pasila,2024-02-21 10:00:00,56.9,0.248,377.1
sensor_kallio,2024-02-21 10:30:00,58.0,0.283,362.6
sensor_kamppi,2024-02-21 10:30:00,56.2,0.337,365.7
sensor_pasila,2024-02-21 10:30:00,49.0,0.323,350.9
sensor_kallio,2024-02-21 11:00:00,49.2,0.128,301.0
sensor_kamppi,2024-02-21 11:00:00,51.1,0.164,338.9
sensor_pasila,2024-02-21 11:00:00,46.7,0.189,317.6
sensor_kallio,2024-02-21 11:30:00,48.5,0.165,315.1
sensor_kamppi,2024-02-21 11:30:00,65.2,0.104,318.2
sensor_pasila,2024-02-21 11:30:00,49.9,0.194,305.6
sensor_kallio,2024-02-21 12:00:00,52.3,0.115,270.1
sensor_kamppi,2024-02-21 12:00:00,46.9,0.178,252.1
sensor_pasila,2024-02-21 12:00:00,55.7,0.039,271.5
sensor_kallio,2024-02-21 12:30:00,62.4,0.087,273.9
sensor_kamppi,2024-02-21 12:30:00,59.7,0.094,294.9
sensor_pasila,2024-02-21 12:30:00,53.6,0.107,287.0
sensor_kallio,2024-02-21 13:00:00,52.3,0.129,234.4
sensor_kamppi,2024-02-21 13:00:00,63.8,0.14,273.3
sensor_pasila,2024-02-21 13:00:00,49.9,0.155,263.2
sensor_kallio,2024-02-21 13:30:00,54.9,0.097,292.8
sensor_kamppi,2024-02-21 13:30:00,40.7,0.11,243.2
sensor_pasila,2024-02-21 13:30:00,50.1,0.157,273.8
sensor_kallio,2024-02-21 14:00:00,51.7,0.1,265.9
sensor_kamppi,2024-02-21 14:00:00,57.2,0.068,273.0
sensor_pasila,2024-02-21 14:00:00,53.2,0.111,260.9
sensor_kallio,2024-02-21 14:30:00,38.5,0.089,272.4
sensor_kamppi,2024-02-21 14:30:00,48.4,0.063,280.7
sensor_pasila,2024-02-21 14:30:00,50.0,0.103,280.5
sensor_kallio,2024-02-21 15:00:00,50.1,0.106,314.2
sensor_kamppi,2024-02-21 15:00:00,59.4,0.064,326.0
sensor_pasila,2024-02-21 15:00:00,48.8,0.098,313.6
sensor_kallio,2024-02-21 15:30:00,45.3,0.091,312.9
sensor_kamppi,2024-02-21 15:30:00,41.3,0.063,304.0
sensor_pasila,2024-02-21 15:30:00,51.8,0.084,330.4
sensor_kallio,2024-02-21 16:00:00,79.6,0.114,361.2
sensor_kamppi,2024-02-21 16:00:00,69.6,0.137,333.9
sensor_pasila,2024-02-21 16:00:00,68.0,0.081,364.7
sensor_kallio,2024-02-21 16:30:00,67.6,0.118,357.5
sensor_kamppi,2024-02-21 16:30:00,70.0,0.095,374.5
sensor_pasila,2024-02-21 16:30:00,70.8,0.171,378.8
sensor_kallio,2024-02-21 17:00:00,61.2,0.111,379.8
sensor_kamppi,2024-02-21 17:00:00,47.9,0.105,406.5
sensor_pasila,2024-02-21 17:00:00,62.6,0.15,424.8
sensor_kallio,2024-02-21 17:30:00,77.0,0.144,428.6
sensor_kamppi,2024-02-21 17:30:00,77.1,0.105,425.5
sensor_pasila,2024-02-21 17:30:00,68.0,0.098,441.3
sensor_kallio,2024-02-21 18:00:00,62.6,0.098,456.5
sensor_kamppi,2024-02-21 18:00:00,62.8,0.116,427.8
sensor_pasila,2024-02-21 18:00:00,63.7,0.084,443.4
sensor_kallio,2024-02-21 18:30:00,66.8,0.19,450.6
sensor_kamppi,2024-02-21 18:30:00,67.0,0.182,456.5
sensor_pasila,2024-02-21 18:30:00,69.3,0.128,442.0
sensor_kallio,2024-02-21 19:00:00,34.2,0.089,422.0
sensor_kamppi,2024-02-21 19:00:00,24.2,0.111,438.6
sensor_pasila,2024-02-21 19:00:00,36.2,0.077,431.3
sensor_kallio,2024-02-21 19:30:00,40.7,0.117,444.8
sensor_kamppi,2024-02-21 19:30:00,38.9,0.117,397.4
sensor_pasila,2024-02-21 19:30:00,45.3,0.105,425.1
sensor_kallio,2024-02-21 20:00:00,32.9,0.077,418.8
sensor_kamppi,2024-02-21 20:00:00,24.6,0.097,418.8
sensor_pasila,2024-02-21 20:00:00,31.5,0.133,397.8
sensor_kallio,2024-02-21 20:30:00,45.6,0.075,395.2
sensor_kamppi,2024-02-21 20:30:00,41.3,0.101,387.5
sensor_pasila,2024-02-21 20:30:00,33.1,0.095,441.5
sensor_kallio,2024-02-21 21:00:00,30.4,0.061,348.6
sensor_kamppi,2024-02-21 21:00:00,40.0,0.057,370.5
sensor_pasila,2024-02-21 21:00:00,24.5,0.057,363.3
sensor_kallio,2024-02-21 21:30:00,41.9,0.06,353.3
sensor_kamppi,2024-02-21 21:30:00,36.6,0.13,364.2
sensor_pasila,2024-02-21 21:30:00,36.7,0.104,344.1
sensor_kallio,2024-02-21 22:00:00,33.4,0.127,329.8
sensor_kamppi,2024-02-21 22:00:00,28.0,0.071,344.9
sensor_pasila,2024-02-21 22:00:00,29.5,0.151,302.2
sensor_kallio,2024-02-21 22:30:00,33.0,0.114,271.7
sensor_kamppi,2024-02-21 22:30:00,16.5,0.097,296.6
sensor_pasila,2024-02-21 22:30:00,32.5,0.095,346.0
sensor_kallio,2024-02-21 23:00:00,26.4,0.117,290.5
sensor_kamppi,2024-02-21 23:00:00,17.4,0.133,307.0
sensor_pasila,2024-02-21 23:00:00,32.1,0.028,290.2
sensor_kallio,2024-02-21 23:30:00,26.8,0.092,243.3
sensor_kamppi,2024-02-21 23:30:00,23.3,0.133,262.6
sensor_pasila,2024-02-21 23:30:00,22.6,0.057,291.0
sensor_kallio,2024-02-22 00:00:00,37.1,0.073,336.5
sensor_kamppi,2024-02-22 00:00:00,19.7,0.111,322.3
sensor_pasila,2024-02-22 00:00:00,37.5,0.073,276.6
sensor_kallio,2024-02-22 00:30:00,40.7,0.108,318.8
sensor_kamppi,2024-02-22 00:30:00,24.6,0.103,283.4
sensor_pasila,2024-02-22 00:30:00,32.3,0.167,291.4
sensor_kallio,2024-02-22 01:00:00,31.3,0.062,275.0
sensor_kamppi,2024-02-22 01:00:00,39.5,0.123,266.4
sensor_pasila,2024-02-22 01:00:00,26.0,0.089,245.6
sensor_kallio,2024-02-22 01:30:00,36.1,0.152,278.2
sensor_kamppi,2024-02-22 01:30:00,21.9,0.123,266.0
sensor_pasila,2024-02-22 01:30:00,37.0,0.073,251.2
sensor_kallio,2024-02-22 02:00:00,33.7,0.049,259.9
sensor_kamppi,2024-02-22 02:00:00,29.6,0.149,280.6
sensor_pasila,2024-02-22 02:00:00,30.8,0.069,292.3
sensor_kallio,2024-02-22 02:30:00,42.4,0.08,256.7
sensor_kamppi,2024-02-22 02:30:00,31.1,0.102,293.9
sensor_pasila,2024-02-22 02:30:00,34.8,0.071,261.2
sensor_kallio,2024-02-22 03:00:00,31.8,0.104,273.3
sensor_kamppi,2024-02-22 03:00:00,35.2,0.131,286.4
sensor_pasila,2024-02-22 03:00:00,30.9,0.116,242.7
sensor_kallio,2024-02-22 03:30:00,32.3,0.085,268.7
sensor_kamppi,2024-02-22 03:30:00,34.5,0.061,313.5
sensor_pasila,2024-02-22 03:30:00,45.4,0.13,269.8
sensor_kallio,2024-02-22 04:00:00,42.8,0.154,315.6
sensor_kamppi,2024-02-22 04:00:00,28.3,0.123,337.4
sensor_pasila,2024-02-22 04:00:00,43.3,0.063,339.5
sensor_kallio,2024-02-22 04:30:00,38.4,0.07,331.3
sensor_kamppi,2024-02-22 04:30:00,33.2,0.131,322.5
sensor_pasila,2024-02-22 04:30:00,37.3,0.118,318.1
sensor_kallio,2024-02-22 05:00:00,54.6,0.12,325.6
sensor_kamppi,2024-02-22 05:00:00,30.7,0.175,363.4
sensor_pasila,2024-02-22 05:00:00,36.7,0.13,329.6
sensor_kallio,2024-02-22 05:30:00,22.9,0.179,380.2
sensor_kamppi,2024-02-22 05:30:00,39.1,0.117,356.1
sensor_pasila,2024-02-22 05:30:00,47.4,0.121,346.9
sensor_kallio,2024-02-22 06:00:00,41.7,0.272,419.5
sensor_kamppi,2024-02-22 06:00:00,40.5,0.28,432.4
sensor_pasila,2024-02-22 06:00:00,57.3,0.314,423.1
sensor_kallio,2024-02-22 06:30:00,49.2,0.3,403.9
sensor_kamppi,2024-02-22 06:30:00,32.1,0.327,394.1
sensor_pasila,2024-02-22 06:30:00,43.5,0.255,391.3
sensor_kallio,2024-02-22 07:00:00,77.4,0.594,434.1
sensor_kamppi,2024-02-22 07:00:00,80.9,0.54,440.7
sensor_pasila,2024-02-22 07:00:00,76.7,0.546,444.8
sensor_kallio,2024-02-22 07:30:00,83.2,0.57,434.4
sensor_kamppi,2024-02-22 07:30:00,85.3,0.594,440.9
sensor_pasila,2024-02-22 07:30:00,69.2,0.573,387.0
sensor_kallio,2024-02-22 08:00:00,80.9,0.724,438.0
sensor_kamppi,2024-02-22 08:00:00,79.3,0.75,461.4
sensor_pasila,2024-02-22 08:00:00,76.1,0.753,430.3
sensor_kallio,2024-02-22 08:30:00,85.5,0.713,420.6
sensor_kamppi,2024-02-22 08:30:00,75.9,0.741,420.2
sensor_pasila,2024-02-22 08:30:00,85.4,0.785,473.8
sensor_kallio,2024-02-22 09:00:00,82.7,0.615,437.4
sensor_kamppi,2024-02-22 09:00:00,64.1,0.611,399.4
sensor_pasila,2024-02-22 09:00:00,76.1,0.581,448.5
sensor_kallio,2024-02-22 09:30:00,74.3,0.565,399.6
sensor_kamppi,2024-02-22 09:30:00,92.7,0.642,410.5
sensor_pasila,2024-02-22 09:30:00,73.6,0.639,380.0
sensor_kallio,2024-02-22 10:00:00,51.8,0.321,365.9
sensor_kamppi,2024-02-22 10:00:00,56.5,0.294,369.1
sensor_pasila,2024-02-22 10:00:00,58.9,0.312,370.9
sensor_kallio,2024-02-22 10:30:00,53.3,0.335,322.8
sensor_kamppi,2024-02-22 10:30:00,71.8,0.339,355.9
sensor_pasila,2024-02-22 10:30:00,55.0,0.302,353.1
sensor_kallio,2024-02-22 11:00:00,53.1,0.133,297.7
sensor_kamppi,2024-02-22 11:00:00,54.2,0.176,334.7
sensor_pasila,2024-02-22 11:00:00,50.3,0.132,313.3
